id_user_sensor,sensorId,user
128,2528992,168
129,2528978,101
130,4028460,68
131,2728952,52
132,2728921,115
133,2728915,71
134,2828022,46
135,2828009,135
136,5028642,72
137,4828368,55
138,4728369,13
139,4728414,92
140,4728452,81
141,4228384,143
142,4228418,70
143,1528624,125
144,4228155,65
145,4228138,3
146,3828801,44
147,3828762,29
148,3928108,155
149,3128616,21
150,3228903,115
151,3028902,61
152,3728697,42
153,3728699,108
154,3628114,95
155,3628074,29
156,4728080,37
157,4828062,83
158,4728205,84
159,1828433,81
160,4728979,13
161,4828180,9
162,1228693,44
163,1228694,42
164,1228030,20
165,2028738,168
166,2028723,76
167,2028724,16
168,2028735,40
169,772874,128
170,4828401,96
171,4728506,104
172,4728393,31
173,5028342,94
174,5128519,40
175,5028426,57
176,5128484,56
177,4128721,165
178,4128671,21
179,4228380,123
180,4228514,21
181,2328031,98
182,2028532,42
183,772814,22
184,772826,22
185,772817,111
186,772824,0
187,5028997,79
188,5028936,57
189,4828139,172
190,4728271,48
191,542899,115
192,4028558,153
193,1728184,166
194,1728170,25
195,1728164,4
196,482869,115
197,482871,24
198,492891,66
199,492894,30
200,1628202,64
201,1628217,77
202,1628198,91
203,1628219,54
204,1528979,21
205,1528996,104
206,1828548,52
207,4728964,17
208,5028472,6
209,4728147,49
210,4828061,21
211,4728149,102
212,652869,64
213,652875,154
214,652857,61
215,652837,119
216,652845,42
217,652842,37
218,652867,93
219,3328481,84
220,4628783,84
221,4628780,90
222,4628773,29
223,4828384,38
224,4828171,84
225,4828144,175
226,4828147,24
227,2228637,24
228,852843,33
229,852816,110
230,1528471,34
231,1528506,22
232,1528509,48
233,1528465,95
234,1528486,60
235,1528510,64
236,4228799,177
237,4228904,19
238,4228823,19
239,4728872,159
240,4428775,29
241,4428499,115
242,2328819,4
243,2128804,66
244,4528146,75
245,4528398,91
246,3728340,93
247,5128389,28
248,5028367,43
249,5128571,89
250,5028364,37
251,4728380,56
252,4628968,12
253,2728713,120
254,2728701,137
255,2728714,141
256,4828756,28
257,4428276,148
258,2428767,90
259,2428803,147
260,2428826,62
261,4228093,85
262,4228189,163
263,4228920,23
264,4228075,150
265,3128356,164
266,3128439,61
267,4228903,78
268,1328380,47
269,1328379,75
270,1328386,80
271,1328382,32
272,1328397,25
273,1828739,151
274,1828740,72
275,1828742,36
276,1828743,47
277,1828745,90
278,1828748,100
279,1828749,29
280,4628574,24
281,4628559,98
282,1428349,168
283,1428343,118
284,1528111,106
285,1528141,20
286,1528151,132
287,1428717,64
288,1428750,41
289,1428727,50
290,1428746,23
291,1328393,64
292,1328396,10
293,1328433,88
294,1328399,83
295,1328403,45
296,1628083,77
297,1428269,17
298,1328426,64
299,1328400,8
300,1328431,73
301,1328413,8
302,2328996,25
303,2428006,29
304,2428005,71
305,2428031,24
306,2428423,29
307,2328973,12
308,1328412,109
309,1328428,98
310,1328432,139
311,542870,14
312,542883,156
313,2228634,170
314,2228643,144
315,2228648,52
316,5028499,129
317,5028496,126
318,1428329,142
319,1428330,89
320,1428342,41
321,1528185,53
322,1528123,54
323,4228421,60
324,2428435,64
325,2428480,124
326,2428457,57
327,2428449,162
328,342814,109
329,332896,38
330,4628625,86
331,1828090,76
332,1828100,112
333,1828110,86
334,3128449,141
335,2428482,15
336,2428440,60
337,2428504,70
338,2428433,26
339,2428491,40
340,2528933,62
341,1428230,76
342,942824,15
343,962871,74
344,892858,90
345,892868,123
346,2128709,85
347,2128711,54
348,1828168,103
349,1828228,32
350,2128718,42
351,2828162,71
352,102888,69
353,628,70
354,828,22
355,3528403,43
356,3528244,111
357,1028361,78
358,1028365,112
359,1028366,27
360,722882,22
361,722871,67
362,4828034,31
363,4728130,59
364,4728155,116
365,4828095,138
366,4228351,24
367,4228392,71
368,4128693,62
369,4228375,95
370,1228742,112
371,1628434,21
372,3728709,67
373,3728817,37
374,3828400,35
375,3728704,44
376,3928134,159
377,4228092,39
378,1028043,88
379,1028047,9
380,4028491,29
381,4028458,83
382,4328313,63
383,4328291,126
384,3728372,22
385,3728619,41
386,2628020,29
387,2628016,20
388,2628015,104
389,5028831,174
390,5128474,28
391,5128475,78
392,5128469,79
393,5128481,124
394,5128476,109
395,5128477,105
396,2328424,57
397,2328684,74
398,2328675,128
399,3528986,42
400,2828205,29
401,2828208,29
402,1628773,32
403,1628775,115
404,1628776,45
405,1628782,59
406,1628783,44
407,792841,61
408,792839,176
409,812808,100
410,792816,28
411,2228007,140
412,4228685,99
413,4228756,15
414,2528432,130
415,2528436,160
416,4728156,85
417,4728182,15
418,4928229,50
419,4828547,43
420,5128376,21
421,5028171,81
422,5028198,70
423,2228012,112
424,2128987,129
425,2128985,52
426,2628172,143
427,2628089,177
428,1228276,90
429,2628049,42
430,982887,16
431,972801,26
432,892863,56
433,1128923,20
434,1128925,29
435,3928263,44
436,3928220,162
437,3928154,39
438,3928106,76
439,3928149,5
440,2428764,74
441,3928724,102
442,1028573,25
443,1028373,64
444,4428702,81
445,4528438,82
446,1628418,111
447,1628343,120
448,1628341,47
449,4528101,69
450,4528355,44
451,1328165,81
452,1328117,67
453,1328083,14
454,1328149,59
455,3028191,79
456,3028094,57
457,832858,55
458,832859,35
459,832860,123
460,832863,100
461,832864,99
462,4028917,127
463,4028876,92
464,3928048,51
465,302834,88
466,302835,82
467,302844,98
468,2228358,121
469,2428510,59
470,2428428,85
471,2228651,9
472,2328987,16
473,2328986,135
474,2428021,98
475,1228777,25
476,2428847,96
477,2428836,63
478,5028143,52
479,5028003,104
480,2828548,109
481,4828857,94
482,4828786,172
483,4228688,31
484,4928104,79
485,4728654,165
486,4628970,22
487,4728697,114
488,4728637,51
489,4728602,125
490,4728437,40
491,4728440,116
492,4728446,45
493,2228902,118
494,2228988,63
495,5028145,91
496,4728929,147
497,2228608,26
498,2228610,110
499,2228625,57
500,4828004,9
501,4828029,42
502,3828408,65
503,3728882,46
504,3828322,77
505,3828747,104
506,3828323,128
507,3228938,74
508,4128761,103
509,4128763,129
510,4128774,38
511,2728954,179
512,2728920,35
513,2728943,46
514,2728957,41
515,4428212,42
516,4228815,41
517,4428229,66
518,662894,32
519,672843,32
520,672869,91
521,4628523,133
522,4628754,41
523,402860,50
524,4828945,66
525,4828886,50
526,4428708,8
527,4428781,87
528,1028753,34
529,1228717,13
530,1228719,106
531,1228720,21
532,1228721,52
533,1628483,125
534,4428355,14
535,4328770,152
536,4328780,41
537,1728312,33
538,3528996,3
539,3528987,4
540,1728165,64
541,1728148,29
542,1728229,119
543,4528768,81
544,3128319,69
545,3028026,33
546,1728151,96
547,1728163,60
548,1728160,68
549,1728262,17
550,1728224,77
551,4428170,58
552,4428458,58
553,1828462,58
554,1828477,53
555,832875,70
556,792826,120
557,972835,16
558,972814,172
559,992821,158
560,972833,42
561,2028475,53
562,1928039,108
563,2028468,156
564,1728094,79
565,882821,89
566,882824,46
567,882862,61
568,882891,42
569,4828112,28
570,4828115,39
571,5128505,88
572,4828069,58
573,5128504,57
574,5128503,66
575,4828329,51
576,4428363,52
577,4428390,29
578,4328740,41
579,4728034,71
580,5128406,58
581,3628126,25
582,2828029,63
583,932875,88
584,882871,47
585,882801,71
586,882836,11
587,892896,70
588,892874,29
589,882835,15
590,3628924,158
591,4728294,66
592,4728157,56
593,4728158,44
594,4928184,105
595,5028615,164
596,5028571,112
597,4528233,35
598,4528480,97
599,102808,99
600,102875,131
601,4528188,115
602,4528229,25
603,1028540,45
604,1028538,90
605,4728634,90
606,4828946,64
607,4828941,100
608,4828774,89
609,4928635,112
610,5028967,109
611,5028959,72
612,5128004,48
613,5028964,122
614,4928070,154
615,4928071,82
616,4928452,19
617,4928467,65
618,922809,63
619,932872,69
620,942809,157
621,942810,28
622,1028041,13
623,1128385,99
624,1128387,134
625,1128395,2
626,4428103,17
627,4428534,45
628,4528172,46
629,3628630,62
630,3628625,94
631,1328595,44
632,792807,60
633,4728992,36
634,4728986,122
635,4828386,35
636,4828210,157
637,4828206,63
638,5028467,4
639,4928390,93
640,4928324,121
641,4928349,35
642,4928333,46
643,4928346,13
644,4928343,178
645,1628025,34
646,1628028,137
647,1628030,78
648,1628042,20
649,3928202,13
650,3928282,80
651,3828765,123
652,3928330,14
653,3928317,39
654,3028229,68
655,3028101,126
656,2928865,83
657,4028078,31
658,3028234,48
659,2328366,18
660,3328606,46
661,3428950,169
662,1128833,45
663,1128830,134
664,1128832,119
665,1728014,34
666,1628987,72
667,1628985,27
668,1728013,88
669,1628883,43
670,1028008,36
671,992810,21
672,942808,82
673,1028035,55
674,2228582,148
675,2228646,125
676,2128276,103
677,2228628,45
678,2228635,75
679,3428509,77
680,3828407,170
681,3728696,47
682,3728721,90
683,3728655,161
684,3728716,150
685,4528332,139
686,4528451,106
687,4528459,60
688,4728364,76
689,4828323,30
690,5128565,136
691,4428998,16
692,3528337,68
693,3528723,177
694,3528654,28
695,872828,84
696,3328364,61
697,1228537,104
698,5028258,96
699,5028307,68
700,4228934,70
701,1228478,58
702,1228482,122
703,1228483,88
704,1228488,139
705,2228930,31
706,2128790,51
707,2928870,80
708,3028088,47
709,3028175,154
710,3028077,117
711,4028953,41
712,4028885,139
713,4028867,55
714,4028873,104
715,4228431,144
716,2028609,30
717,4728160,56
718,4828298,50
719,4728869,104
720,4828322,20
721,442825,87
722,442877,36
723,1828125,47
724,1828069,46
725,1828128,44
726,1828044,11
727,1028518,97
728,1028515,45
729,1228453,126
730,1228207,44
731,2428528,117
732,2428542,35
733,2428662,171
734,342817,170
735,342810,83
736,1028384,111
737,1028589,121
738,5028299,113
739,5028257,90
740,1528607,37
741,1528631,62
742,4928278,101
743,4928283,8
744,4828177,88
745,4628258,120
746,4628287,131
747,842816,44
748,912873,75
749,842819,51
750,4728705,28
751,4228924,159
752,4228794,32
753,4228890,5
754,4728709,82
755,4528295,43
756,4528304,68
757,922802,51
758,912893,69
759,862892,127
760,4028627,158
761,752899,84
762,3228537,34
763,3128383,66
764,2428376,19
765,2428381,17
766,2428205,126
767,2428385,58
768,2828435,20
769,2828464,20
770,2828437,38
771,4328082,117
772,3828510,91
773,3828512,140
774,4728128,69
775,4728095,52
776,5028413,121
777,5028419,136
778,4828193,69
779,4828074,115
780,4828272,124
781,5128384,102
782,1028593,36
783,1028329,34
784,742830,46
785,742859,36
786,772805,27
787,2328967,45
788,2328983,137
789,2328984,129
790,2328954,31
791,2328955,43
792,2328937,118
793,2128966,63
794,2128981,162
795,2928345,28
796,4228285,80
797,4128788,35
798,582811,8
799,4828935,18
800,4828652,44
801,762847,62
802,762827,30
803,1428286,30
804,1428289,21
805,1428290,88
806,1428312,148
807,1428332,15
808,1428315,86
809,3528355,24
810,3528325,37
811,1328515,108
812,1328514,27
813,4328658,97
814,4328673,23
815,3728796,102
816,3728705,33
817,3728737,16
818,1028083,46
819,1028336,102
820,1028480,111
821,1928437,46
822,2128330,105
823,1928439,2
824,1528410,62
825,1528263,20
826,1528565,160
827,1528552,153
828,1528557,30
829,3828733,97
830,3828381,142
831,5028314,129
832,5028287,70
833,5028300,30
834,5028297,45
835,1628433,13
836,1328463,13
837,1628090,23
838,1628096,171
839,1428321,31
840,1628073,24
841,1628076,70
842,1128120,178
843,1128118,120
844,1128101,130
845,1128106,176
846,4728190,24
847,1528260,69
848,1528262,111
849,1528257,54
850,1528253,79
851,1528276,67
852,4628487,40
853,5028762,116
854,5028766,85
855,5028745,109
856,5028771,20
857,5028777,54
858,4028983,22
859,4028825,31
860,4028893,124
861,4028897,166
862,2228722,13
863,922834,26
864,922847,95
865,922835,150
866,872863,66
867,2828144,31
868,2128668,137
869,2128666,62
870,2128654,37
871,1328127,160
872,1228811,45
873,1328086,55
874,1328108,24
875,1328156,54
876,1228818,79
877,4628974,47
878,4628397,31
879,4628421,82
880,4628399,56
881,4628383,116
882,4628401,31
883,3828800,15
884,3928167,85
885,3928285,40
886,3928219,102
887,652838,113
888,652822,114
889,652834,62
890,652824,25
891,652843,28
892,1628477,58
893,1928456,19
894,542865,31
895,542881,95
896,812842,161
897,812841,95
898,812837,54
899,812877,80
900,3628607,86
901,852871,118
902,852883,81
903,852896,55
904,862812,156
905,3628631,36
906,3628749,51
907,3628711,48
908,3628661,72
909,832897,104
910,872846,44
911,862817,34
912,2428382,176
913,2428360,63
914,3628449,132
915,3628437,65
916,3628406,131
917,3628434,46
918,3628435,80
919,3628394,51
920,4228845,125
921,4828751,123
922,4228780,50
923,2428004,58
924,1928758,34
925,1928762,57
926,1928770,5
927,1828696,140
928,3628702,49
929,3628657,27
930,3628614,59
931,2128374,114
932,2028451,60
933,1328069,73
934,1228821,3
935,3728760,97
936,2228319,138
937,1928474,60
938,3828866,85
939,3828867,95
940,3828840,26
941,1828717,34
942,1828678,132
943,1828679,131
944,1628487,84
945,1628489,37
946,1628467,23
947,3628387,82
948,3628401,34
949,3628415,159
950,3628418,114
951,3628443,143
952,1128548,70
953,4128247,34
954,4228207,96
955,4228196,101
956,4228922,23
957,4228786,96
958,4728639,29
959,4228884,17
960,922806,156
961,3628727,82
962,3628658,62
963,3628725,57
964,2128967,87
965,2128969,132
966,2128980,92
967,2128988,158
968,2128964,33
969,3028831,43
970,3028834,68
971,3028843,38
972,692813,15
973,692850,94
974,692845,85
975,692807,46
976,682898,162
977,692841,145
978,692844,70
979,4728678,47
980,4728673,89
981,4728669,45
982,4728711,23
983,3828718,26
984,3828283,18
985,1728841,18
986,1728842,15
987,1728843,61
988,1728728,62
989,1728847,24
990,932811,71
991,932879,78
992,742848,152
993,742852,39
994,742827,30
995,1928333,54
996,912895,90
997,1028254,53
998,1028255,113
999,862866,31
1000,1128777,43
1001,1128796,161
1002,1128766,56
1003,4428284,83
1004,4428340,58
1005,4428251,139
1006,4428296,127
1007,4428288,166
1008,3928104,39
1009,3928156,42
1010,1628794,30
1011,1628797,136
1012,1628800,42
1013,1228667,26
1014,1328049,26
1015,4728718,66
1016,1028778,68
1017,4628964,82
1018,4728698,113
1019,4728716,18
1020,4728683,115
1021,4428338,31
1022,4428350,68
1023,4428295,30
1024,3828411,17
1025,3828749,101
1026,3928249,59
1027,3928244,106
1028,4428274,43
1029,1028621,115
1030,1028622,45
1031,1028624,56
1032,1028501,120
1033,4928062,82
1034,4928015,85
1035,4928079,25
1036,4928444,96
1037,872850,54
1038,832886,105
1039,912871,15
1040,832887,28
1041,4928127,112
1042,4928112,35
1043,4928108,92
1044,4228139,15
1045,4228147,105
1046,4228112,39
1047,4228152,76
1048,2928169,141
1049,2928170,144
1050,2928113,93
1051,2928118,33
1052,3628668,113
1053,3628649,69
1054,3628723,179
1055,4828998,74
1056,4828999,75
1057,4928386,160
1058,4928365,34
1059,4928322,120
1060,4128191,30
1061,4128255,75
1062,3928264,70
1063,3928049,32
1064,2928117,92
1065,2928116,142
1066,2928156,33
1067,2928172,25
1068,4928399,5
1069,4928439,109
1070,4828986,158
1071,3028849,112
1072,3028819,61
1073,3028848,107
1074,3028846,15
1075,1028270,73
1076,1028271,28
1077,1128038,133
1078,1128039,81
1079,1128042,33
1080,1128043,0
1081,1128044,103
1082,1128045,47
1083,3628626,56
1084,3628635,40
1085,3628707,170
1086,3628459,156
1087,3628447,32
1088,992801,82
1089,922897,64
1090,1828692,92
1091,1828721,148
1092,1828724,5
1093,232824,19
1094,3928145,87
1095,3928080,13
1096,3928155,4
1097,4928334,55
1098,3828894,38
1099,3928087,114
1100,3728794,13
1101,3928070,130
1102,1828449,152
1103,112856,28
1104,112855,51
1105,4328637,16
1106,1628303,36
1107,4828881,46
1108,4728610,78
1109,4828831,34
1110,4228831,175
1111,4228844,105
1112,3928332,25
1113,3928193,59
1114,3928041,68
1115,3928268,32
1116,3928198,144
1117,3728686,48
1118,3728678,24
1119,762839,100
1120,4928395,81
1121,4828995,31
1122,4928325,25
1123,4828996,35
1124,4928360,122
1125,3628693,78
1126,3628446,73
1127,3628680,20
1128,3628646,86
1129,892887,134
1130,942841,12
1131,862870,45
1132,962880,41
1133,2028726,13
1134,2128286,65
1135,2028747,127
1136,1428745,22
1137,1428711,47
1138,1728254,30
1139,1728153,153
1140,1728205,61
1141,1828476,130
1142,1828429,57
1143,1828255,39
1144,1828432,18
1145,802871,66
1146,802874,53
1147,802881,84
1148,802890,124
1149,802882,77
1150,792833,17
1151,1828201,100
1152,1428074,98
1153,1428052,67
1154,1428033,72
1155,1628345,88
1156,1628257,15
1157,1728805,64
1158,1028059,85
1159,1028060,79
1160,1028135,63
1161,2428628,111
1162,2428564,5
1163,2428639,128
1164,922807,23
1165,932898,60
1166,942813,59
1167,992825,56
1168,922880,93
1169,1828207,81
1170,1828593,22
1171,4928469,176
1172,4928443,152
1173,4928487,61
1174,4928460,57
1175,4928454,38
1176,4928451,61
1177,1828492,171
1178,1828159,11
1179,1828198,29
1180,1828193,106
1181,1828200,68
1182,4828750,50
1183,4428333,89
1184,4428267,3
1185,4428218,57
1186,882843,38
1187,882872,61
1188,882814,60
1189,862868,113
1190,882845,171
1191,882832,117
1192,972842,24
1193,852803,29
1194,1828227,59
1195,1828483,53
1196,1828666,119
1197,928,26
1198,1728247,38
1199,1728158,63
1200,1728195,91
1201,1728256,42
1202,1728255,35
1203,1728150,62
1204,1128207,28
1205,1128297,158
1206,1428088,18
1207,1228171,61
1208,102898,48
1209,2628008,62
1210,2628005,26
1211,2528991,167
1212,2328964,47
1213,2328985,87
1214,2328976,63
1215,1828179,117
1216,1828639,120
1217,1328008,12
1218,1128834,4
1219,1828186,119
1220,1828163,100
1221,972890,85
1222,712848,42
1223,1828510,170
1224,1828158,97
1225,1828649,130
1226,3928105,123
1227,3928067,71
1228,3828779,83
1229,3728741,148
1230,3728870,123
1231,2128676,17
1232,2128708,119
1233,2128412,72
1234,2128411,49
1235,2128378,24
1236,2128420,105
1237,3728683,40
1238,4228085,68
1239,4228063,15
1240,1128234,88
1241,1428296,56
1242,1428284,28
1243,1428310,50
1244,1028769,45
1245,1128571,38
1246,1228141,35
1247,102864,31
1248,122803,80
1249,2428620,91
1250,2428599,52
1251,2428575,157
1252,3728116,64
1253,1728777,141
1254,1628243,152
1255,982848,125
1256,982861,126
1257,982867,52
1258,742853,94
1259,722859,61
1260,722887,38
1261,722890,130
1262,1428152,41
1263,1428130,56
1264,4728539,128
1265,4728538,179
1266,2428571,29
1267,1428043,79
1268,1428051,93
1269,2428604,76
1270,1828592,138
1271,1828536,67
1272,1828572,49
1273,1828580,45
1274,1828156,105
1275,1828673,43
1276,1828467,179
1277,812852,160
1278,812849,75
1279,872851,39
1280,812851,86
1281,812853,33
1282,812873,135
1283,1528647,38
1284,1528655,25
1285,892825,99
1286,892821,125
1287,892831,48
1288,1728721,118
1289,1428763,143
1290,1728722,81
1291,4428094,65
1292,1828786,73
1293,1828791,119
1294,3828590,69
1295,3828491,54
1296,4528140,166
1297,952862,41
1298,4728057,67
1299,4728235,44
1300,4728100,42
1301,5028507,73
1302,5028520,47
1303,5028504,132
1304,5028506,20
1305,2028507,147
1306,4328362,67
1307,4328360,30
1308,4328376,109
1309,1728458,85
1310,1728489,22
1311,1728501,106
1312,1628937,75
1313,1628954,153
1314,1728504,30
1315,1628929,172
1316,4328207,53
1317,4328185,40
1318,4328199,162
1319,3428930,140
1320,4028991,85
1321,2028283,59
1322,2028298,75
1323,2028278,10
1324,2028352,92
1325,2528227,29
1326,2528208,31
1327,2928847,150
1328,2928829,158
1329,4028850,142
1330,1828076,34
1331,1828083,132
1332,1828068,50
1333,4028600,152
1334,4328275,31
1335,5128101,123
1336,5128137,142
1337,3428858,172
1338,3428865,53
1339,3228471,162
1340,4528257,123
1341,4528231,162
1342,4628705,94
1343,4628687,98
1344,2528983,22
1345,2528942,14
1346,2428448,52
1347,2528943,12
1348,2528928,45
1349,3628067,147
1350,3628035,91
1351,3628063,65
1352,2828812,77
1353,4128631,74
1354,4128609,112
1355,3228164,40
1356,3528457,33
1357,4828011,36
1358,4828624,65
1359,4828012,47
1360,4828002,39
1361,5128370,33
1362,4328323,142
1363,4328293,99
1364,4328312,96
1365,4328317,41
1366,4828130,70
1367,4828129,67
1368,4728263,108
1369,5128362,161
1370,5028645,76
1371,1728550,66
1372,1728539,53
1373,4128727,54
1374,4128576,31
1375,4228347,43
1376,4228402,36
1377,4228318,27
1378,4228296,24
1379,4528470,102
1380,1928032,33
1381,2328700,80
1382,2328430,97
1383,4428585,104
1384,4928217,73
1385,4428430,21
1386,3528394,86
1387,2328066,121
1388,4728362,90
1389,4728514,77
1390,4828262,25
1391,4428848,27
1392,3528886,113
1393,4128047,104
1394,4928643,85
1395,4928568,69
1396,4928664,37
1397,4428695,124
1398,952818,59
1399,4728942,95
1400,3228542,37
1401,3228253,32
1402,4928676,65
1403,4928963,31
1404,4928964,22
1405,4628579,179
1406,4228733,86
1407,1828015,42
1408,1828011,53
1409,1828019,168
1410,1828002,25
1411,1828025,92
1412,1828017,60
1413,3528708,137
1414,3528726,143
1415,1728320,106
1416,4328267,144
1417,4328257,37
1418,4328332,65
1419,3028190,42
1420,2128757,53
1421,2128815,28
1422,2128767,11
1423,1728417,133
1424,1728425,53
1425,1628947,57
1426,1728474,20
1427,4428054,89
1428,4428062,12
1429,4428081,74
1430,4428547,42
1431,4128580,61
1432,4228310,123
1433,3728040,102
1434,3628969,140
1435,3728029,80
1436,3528439,86
1437,3728866,137
1438,3828430,102
1439,3828271,150
1440,3728851,81
1441,3928541,70
1442,3928436,37
1443,3928431,31
1444,3228355,71
1445,3228541,107
1446,3228543,28
1447,3228293,86
1448,2028574,165
1449,4128042,56
1450,2028333,50
1451,4428024,172
1452,4428019,101
1453,4328989,95
1454,4328409,171
1455,4328408,157
1456,4328334,132
1457,672818,18
1458,672871,43
1459,662887,57
1460,4528200,54
1461,4528187,124
1462,4528294,2
1463,652899,131
1464,662805,166
1465,1628737,56
1466,1628736,85
1467,4428022,95
1468,4428110,93
1469,3128469,40
1470,3128468,63
1471,3128471,73
1472,3128351,15
1473,5128117,93
1474,1128665,35
1475,4528131,118
1476,4528145,58
1477,4528133,41
1478,4328343,91
1479,4328329,84
1480,4328354,67
1481,3328270,32
1482,4828092,96
1483,4728315,24
1484,4728323,146
1485,4028939,32
1486,4128654,50
1487,3928426,52
1488,3928425,125
1489,2928466,118
1490,5028939,73
1491,5028937,57
1492,5028934,68
1493,5028999,94
1494,2128941,39
1495,2128992,27
1496,2128889,107
1497,1928729,32
1498,2128734,124
1499,3128595,117
1500,3128679,73
1501,4728063,75
1502,4728054,113
1503,4728268,173
1504,4728279,23
1505,4728367,64
1506,3128328,64
1507,4228743,108
1508,4328393,38
1509,4328209,53
1510,4528274,56
1511,4528085,30
1512,4128491,57
1513,4128490,36
1514,4128152,18
1515,4128426,79
1516,4628721,81
1517,4628605,79
1518,4628940,136
1519,4628414,71
1520,3828544,31
1521,4128677,0
1522,4028997,145
1523,4128025,123
1524,4028995,67
1525,4728857,95
1526,4728833,119
1527,4728810,94
1528,1428853,67
1529,5128552,53
1530,5128597,94
1531,3828703,94
1532,3828436,83
1533,3828442,2
1534,3828741,134
1535,4328985,67
1536,4428079,1
1537,4628777,80
1538,4628770,99
1539,3028176,26
1540,3028231,51
1541,4128692,77
1542,4128623,72
1543,4828250,50
1544,4828276,153
1545,4828287,32
1546,4828266,79
1547,4828281,14
1548,4428319,50
1549,4328751,30
1550,4828838,97
1551,4828772,67
1552,4828921,76
1553,4828885,155
1554,4428335,178
1555,4828800,78
1556,4828804,39
1557,3828349,143
1558,3828431,42
1559,3828293,139
1560,4828660,146
1561,2528926,179
1562,2528925,71
1563,2528954,111
1564,2528963,62
1565,2528998,81
1566,2528971,97
1567,2928166,166
1568,3028806,55
1569,3028807,13
1570,1228703,46
1571,1228704,22
1572,1128753,15
1573,1128430,14
1574,3028741,102
1575,3028727,111
1576,3028830,59
1577,2028375,132
1578,2028404,73
1579,2628000,74
1580,2528917,40
1581,2528959,73
1582,2928126,91
1583,3028839,86
1584,3028735,41
1585,2928125,85
1586,2928151,60
1587,2228612,40
1588,2228614,53
1589,1628855,165
1590,1628856,98
1591,1628857,53
1592,1528161,145
1593,1528094,18
1594,1528182,108
1595,3228248,133
1596,3228320,30
1597,3928644,29
1598,3928661,47
1599,3128541,172
1600,1628943,15
1601,1728386,10
1602,1728389,77
1603,1728416,64
1604,4828191,37
1605,4728213,116
1606,1528078,124
1607,3128168,86
1608,3128108,14
1609,3128165,52
1610,3228226,160
1611,3228231,12
1612,2528907,147
1613,2528464,49
1614,2528333,37
1615,2528223,45
1616,3128039,125
1617,3228985,83
1618,3028996,48
1619,872803,128
1620,1728075,179
1621,1728084,97
1622,1628974,129
1623,802820,43
1624,802850,88
1625,802808,55
1626,802854,76
1627,4728330,39
1628,5128506,19
1629,4728853,38
1630,5128514,58
1631,4728813,179
1632,1128850,120
1633,1128846,49
1634,1828070,101
1635,3128438,174
1636,3128436,30
1637,1428825,47
1638,1428792,12
1639,1428833,24
1640,2828135,66
1641,4228636,45
1642,3128031,22
1643,2828604,53
1644,1128642,179
1645,1128646,69
1646,872832,101
1647,872835,57
1648,1028027,129
1649,3628831,85
1650,3628896,29
1651,3628847,61
1652,2328317,113
1653,2228104,53
1654,1928318,41
1655,1928370,133
1656,1928397,33
1657,1928337,57
1658,1928386,89
1659,3428827,140
1660,3428825,38
1661,5128190,40
1662,5128248,41
1663,1228586,60
1664,1228588,61
1665,1228594,106
1666,1228597,94
1667,2028480,157
1668,2028503,157
1669,4128533,42
1670,4228720,134
1671,5028117,129
1672,5028351,96
1673,4928940,72
1674,5028127,121
1675,5128581,82
1676,2828341,77
1677,4828840,47
1678,4828793,65
1679,852865,74
1680,852895,32
1681,872842,86
1682,862809,35
1683,872834,139
1684,862806,37
1685,1128113,32
1686,1128107,9
