id,sensorId,user
138,3915184,61
139,3915042,153
140,3915115,18
141,3915131,54
142,3115639,44
143,3115617,44
144,3115613,58
145,3015899,69
146,3815465,102
147,3715699,35
148,3615114,144
149,3615074,23
150,4715080,26
151,1815147,99
152,1815434,69
153,5015569,144
154,1215695,12
155,1215030,65
156,1215031,42
157,2015738,46
158,2015732,140
159,2215402,106
160,771574,65
161,4715485,13
162,4715506,153
163,5115484,115
164,4115721,92
165,1915367,150
166,1915312,62
167,2015533,58
168,2115122,29
169,771517,28
170,5015912,92
171,4715239,95
172,4715271,85
173,541522,142
174,541599,39
175,551506,5
176,4015605,88
177,4015499,118
178,4015556,76
179,1715184,24
180,1715170,84
181,1715164,41
182,3015278,89
183,3015233,24
184,3015193,50
185,481543,121
186,481545,86
187,491591,103
188,1515969,89
189,1615202,151
190,1615217,27
191,1515961,110
192,1615219,29
193,1515979,80
194,1515996,31
195,1615203,96
196,1515991,133
197,1515990,59
198,1815260,117
199,1815590,75
200,1815630,58
201,1815635,8
202,1815134,80
203,4815107,47
204,4715149,23
205,651569,80
206,651575,42
207,651557,142
208,651545,94
209,3315481,47
210,4815183,123
211,5015543,118
212,1815801,143
213,1815806,165
214,4615783,38
215,4615780,166
216,4615636,65
217,4615773,20
218,4615759,42
219,4815171,36
220,4815367,45
221,4815147,136
222,2215640,113
223,2215597,105
224,851543,107
225,851522,59
226,841535,43
227,1515471,133
228,1515506,63
229,1515509,119
230,1515465,112
231,1515510,31
232,4215799,76
233,4315666,89
234,5015650,28
235,4715814,57
236,4415499,144
237,2315820,135
238,2315819,70
239,2115730,108
240,3715331,73
241,3715360,35
242,3715338,158
243,3715359,90
244,5115389,71
245,5115390,70
246,5115391,161
247,5115571,55
248,4915154,140
249,4615930,53
250,4615932,35
251,4615954,17
252,4615968,153
253,981509,70
254,2715707,68
255,4415265,45
256,4415282,129
257,4415276,77
258,4415321,127
259,2415684,73
260,2415826,46
261,2415807,171
262,2615960,87
263,4215093,25
264,4215173,79
265,4215189,81
266,4215164,32
267,4215200,62
268,4215075,42
269,4115248,56
270,3115363,5
271,3115357,39
272,3115452,173
273,4215821,101
274,4215925,43
275,1315380,141
276,4515486,115
277,4515471,44
278,1815741,146
279,1815743,104
280,1815745,142
281,4615704,14
282,4615559,50
283,1415343,115
284,1415725,71
285,1515188,17
286,1515118,77
287,1515151,129
288,1415753,7
289,1315433,64
290,1415269,14
291,1315414,157
292,1315366,103
293,1615067,48
294,1315431,27
295,2415027,98
296,2315996,76
297,2315990,16
298,2215371,119
299,2415007,121
300,1315432,149
301,1315444,49
302,541571,62
303,2215658,57
304,2215653,74
305,681506,75
306,5015494,119
307,5015499,50
308,5015185,41
309,5015192,155
310,4115596,131
311,2415480,47
312,2415457,62
313,851555,154
314,851553,80
315,341515,49
316,4615648,170
317,4615620,91
318,4615639,60
319,1815093,49
320,1815090,11
321,1815099,51
322,1815100,144
323,1815110,14
324,2415482,52
325,2415504,134
326,2415450,93
327,2415433,115
328,2415494,82
329,2415491,89
330,1415230,54
331,891558,64
332,891568,77
333,1815598,22
334,1815228,20
335,2115718,59
336,2815162,167
337,615,25
338,1015359,86
339,1015361,35
340,4215709,42
341,721582,56
342,4715112,16
343,4715155,161
344,4715161,67
345,4815098,117
346,4215353,58
347,4215351,124
348,4115669,141
349,4215392,69
350,4115791,25
351,4215375,45
352,1315025,162
353,1215742,61
354,1615434,57
355,215,19
356,3715709,90
357,3715704,159
358,4215092,23
359,1015043,33
360,1015044,124
361,4015658,91
362,4015449,116
363,4315326,110
364,4315147,102
365,3715043,40
366,2615020,26
367,2615016,113
368,2615015,16
369,5115472,91
370,5115475,2
371,5015621,83
372,4915608,71
373,5115481,84
374,5115468,110
375,5115476,171
376,5115477,41
377,5115464,35
378,2315042,58
379,2315622,24
380,2315675,111
381,3615013,74
382,3515982,26
383,2215692,84
384,2215726,31
385,2815205,167
386,2815208,84
387,1615774,88
388,1615779,166
389,1615780,44
390,1615782,38
391,791516,101
392,1015960,28
393,2215007,34
394,2015647,61
395,4215756,27
396,2515436,72
397,4715167,68
398,4715173,70
399,4915229,37
400,4715460,151
401,4815049,31
402,4715473,53
403,4515114,40
404,4515137,58
405,4515117,34
406,4515267,142
407,3215821,76
408,5015173,138
409,5015188,158
410,5115380,123
411,2215012,80
412,2115987,40
413,2115985,61
414,2615084,72
415,2615049,97
416,2615030,90
417,931514,106
418,891567,63
419,931573,151
420,891563,58
421,1115925,61
422,1115926,51
423,3915135,31
424,3915263,107
425,3915220,64
426,3915256,99
427,3915037,129
428,3915149,86
429,2415755,105
430,2415745,19
431,2415819,135
432,3915741,130
433,3915447,2
434,3915550,48
435,1015573,76
436,4415703,65
437,4415958,43
438,4415895,165
439,4515427,36
440,4615708,26
441,4615743,113
442,1615331,95
443,1615354,52
444,1615341,154
445,1615337,36
446,1315079,175
447,1315165,64
448,1315117,48
449,1315149,169
450,2915774,108
451,3015094,89
452,831559,21
453,831570,157
454,4015917,86
455,4015876,63
456,4015868,123
457,4015879,33
458,3915273,70
459,3915320,84
460,301535,33
461,2215630,50
462,2315987,1
463,2515904,143
464,1115305,50
465,1115205,49
466,5015006,29
467,5015002,40
468,2815730,162
469,4815924,176
470,4815849,72
471,4815903,23
472,4215678,58
473,4215680,85
474,4715446,41
475,2215915,120
476,2215988,42
477,2215857,145
478,4015390,43
479,4015631,149
480,4015617,104
481,5015684,46
482,2215613,156
483,2215600,34
484,2215594,66
485,2215625,127
486,4815029,8
487,4815018,41
488,3815408,110
489,3715899,107
490,3815747,49
491,3215942,68
492,3215929,73
493,3215906,13
494,4115551,88
495,4115761,37
496,4115806,94
497,4115763,21
498,4115768,35
499,4115774,26
500,4115766,32
501,4115683,77
502,4115767,81
503,2715920,64
504,2715943,105
505,4215877,45
506,4415229,111
507,671513,56
508,671547,113
509,4615512,70
510,401532,102
511,401564,162
512,401561,90
513,4815852,106
514,4815842,14
515,4815940,120
516,4415700,62
517,1115296,41
518,1415067,165
519,1215720,105
520,1215721,31
521,1615813,7
522,1615818,37
523,4415355,39
524,4315725,28
525,4315715,151
526,181569,77
527,3515987,59
528,1715165,148
529,1715148,80
530,1715229,107
531,1715581,159
532,4515726,58
533,4515706,36
534,4315957,18
535,3015002,54
536,2915986,51
537,1715151,90
538,1715163,34
539,1715160,124
540,1715262,70
541,1715224,76
542,1815239,39
543,1815508,82
544,1815607,114
545,831575,61
546,851576,36
547,941504,13
548,971535,79
549,991521,124
550,991500,130
551,1915039,169
552,1915110,67
553,881521,49
554,941550,59
555,921500,74
556,881562,33
557,5115509,54
558,4815067,173
559,5115505,30
560,4715072,141
561,5115504,112
562,4815128,45
563,4215856,104
564,4315685,24
565,4815175,18
566,5015517,113
567,5115406,155
568,5015121,22
569,3615126,80
570,2815029,153
571,2715986,97
572,931575,141
573,881571,106
574,941521,128
575,881536,56
576,881587,136
577,881535,34
578,3615841,37
579,4715157,33
580,4915184,174
581,3315015,126
582,4515233,159
583,4515482,13
584,101575,37
585,4515188,58
586,4515130,65
587,4515190,28
588,1015528,79
589,1015540,144
590,4215885,59
591,4715667,58
592,4415199,86
593,4715634,147
594,4815880,117
595,4815946,111
596,4815941,46
597,4815774,33
598,4515273,118
599,4615558,34
600,4915550,68
601,4915690,135
602,1915076,66
603,2015492,29
604,5015959,88
605,5015970,19
606,5115004,40
607,4915070,65
608,4915071,30
609,4815703,111
610,4915485,146
611,4915474,45
612,4915467,163
613,4915462,20
614,941509,58
615,941510,88
616,941506,81
617,4415409,50
618,4415438,42
619,4415403,35
620,1115386,37
621,1115393,59
622,4415041,86
623,4415037,33
624,4415072,131
625,4515172,31
626,3615645,50
627,3615735,55
628,3615623,95
629,3615621,98
630,3615625,86
631,1315595,154
632,1315603,48
633,1315573,37
634,1315590,14
635,791507,40
636,761596,34
637,4715992,86
638,4815210,78
639,4615391,43
640,4915349,137
641,4915333,36
642,4915343,62
643,1615028,61
644,1615029,30
645,1615030,106
646,1615042,102
647,3915202,98
648,3915282,77
649,3915289,47
650,3915330,51
651,3815798,38
652,3915317,25
653,3015101,145
654,3015204,56
655,4015122,85
656,4015180,64
657,4015076,46
658,4015138,52
659,3015263,70
660,3015274,64
661,3015159,142
662,2215110,106
663,2315735,25
664,3415996,88
665,1115830,74
666,1115816,108
667,1115899,92
668,1115832,15
669,1715012,38
670,1715014,92
671,1615987,40
672,1615985,66
673,1615983,89
674,941508,74
675,2215646,105
676,2215635,84
677,3515497,24
678,3715696,14
679,3715631,120
680,3715655,145
681,3815397,97
682,3015589,92
683,3015586,42
684,4515383,63
685,2415067,108
686,5115517,49
687,4815341,36
688,5115565,47
689,5015168,91
690,4715811,96
691,4815054,147
692,4815859,72
693,4415228,57
694,4415191,56
695,4415290,97
696,3515271,52
697,3515732,26
698,861502,117
699,851591,70
700,871528,89
701,871504,41
702,871515,11
703,871524,94
704,3215784,32
705,1215530,31
706,1215531,76
707,1215537,38
708,5015258,36
709,5015279,39
710,5015307,57
711,5015261,79
712,4215803,78
713,4215918,101
714,4215937,25
715,1215482,62
716,1215490,40
717,2115800,179
718,2315373,47
719,3015217,80
720,4115707,92
721,4215261,95
722,4215374,132
723,1915912,72
724,2315285,48
725,2315380,67
726,2315294,67
727,5015653,67
728,4815298,167
729,4815305,68
730,441547,61
731,1815116,131
732,1815114,88
733,1815128,30
734,1815096,22
735,1815112,80
736,1815044,16
737,1815058,33
738,1815056,48
739,1315609,56
740,1215449,19
741,1215456,39
742,1115436,18
743,2415609,116
744,341502,46
745,3215514,96
746,1015383,108
747,1015384,29
748,5015245,48
749,5015333,54
750,1515631,42
751,1515620,89
752,5015167,137
753,4615289,67
754,4615288,58
755,4615290,102
756,4615249,30
757,4615263,46
758,841516,51
759,841517,48
760,841518,34
761,841522,64
762,4215962,97
763,4215938,15
764,4715709,94
765,891581,30
766,891576,28
767,911593,54
768,861592,113
769,871500,58
770,3515887,37
771,3615031,84
772,3915803,80
773,4015592,148
774,751573,84
775,761523,17
776,751599,52
777,2415376,114
778,2415381,25
779,2415200,106
780,2415205,103
781,2415385,32
782,1515337,174
783,2815427,83
784,2815437,15
785,3815557,68
786,3815561,8
787,3815510,50
788,3815512,102
789,3815508,52
790,3815514,25
791,4715131,102
792,4715128,116
793,4715356,144
794,4815196,19
795,5115384,18
796,1015596,42
797,1015593,95
798,1015329,30
799,741531,32
800,741542,60
801,741524,117
802,741559,44
803,2315984,7
804,2315954,134
805,2315955,88
806,2315937,84
807,2815519,40
808,2115966,30
809,2115981,117
810,2015223,60
811,4115715,115
812,4115788,40
813,581516,137
814,611580,76
815,4915045,130
816,4815652,44
817,761527,158
818,751575,73
819,761508,100
820,1415290,33
821,1415332,170
822,3515251,93
823,2915672,91
824,711579,135
825,4315691,80
826,4315688,178
827,4315673,179
828,3715687,49
829,3715769,123
830,3715820,39
831,1015082,29
832,1015083,36
833,1915525,126
834,1915425,92
835,1915439,129
836,1515410,25
837,1515263,30
838,1515564,27
839,3815733,51
840,5015304,127
841,5015314,25
842,5015300,36
843,5015297,47
844,1615433,2
845,1415321,59
846,1615074,107
847,1115136,67
848,1115101,143
849,4915990,48
850,4815073,16
851,4715196,163
852,4715186,32
853,1515262,18
854,1515257,73
855,4615487,127
856,5015762,101
857,5015766,108
858,5015782,128
859,5015745,71
860,5015771,30
861,5015742,49
862,5015757,172
863,5015777,44
864,4015983,68
865,4015825,177
866,4015892,125
867,4015890,35
868,4115604,167
869,3515450,102
870,2215767,86
871,2215783,156
872,2215722,122
873,921534,71
874,921547,61
875,921535,85
876,871563,52
877,871566,136
878,2815144,40
879,2115662,58
880,2115668,23
881,2115666,93
882,1915450,72
883,2115638,36
884,1315070,105
885,1215811,21
886,1315086,55
887,1315108,113
888,1215818,76
889,4615974,129
890,4615390,164
891,4615397,88
892,4615421,38
893,4615399,114
894,4615383,133
895,4615946,39
896,3815800,92
897,3815771,30
898,3915305,91
899,3915167,82
900,3915207,62
901,3915285,118
902,651538,74
903,651524,84
904,651543,64
905,1615847,115
906,1915516,135
907,1915518,70
908,1915483,11
909,541565,42
910,811542,43
911,811541,67
912,3615450,124
913,3615441,176
914,3615444,52
915,3615439,15
916,3615438,110
917,851583,171
918,861512,140
919,861508,29
920,3615750,96
921,3615661,103
922,3815534,169
923,3815547,65
924,861519,179
925,871546,106
926,831598,51
927,831599,23
928,2415383,40
929,2415382,158
930,2615098,115
931,2415360,57
932,3615394,133
933,3615392,13
934,4215845,25
935,4315679,79
936,2215370,30
937,2215372,27
938,1915762,70
939,1915749,16
940,1815392,131
941,1815393,71
942,2115361,90
943,2015447,39
944,1315157,46
945,1315069,111
946,1315112,137
947,1215821,59
948,3715782,34
949,3715760,104
950,2215324,32
951,1915476,52
952,1915494,70
953,3815840,129
954,1815717,37
955,1615494,89
956,1615829,136
957,1415149,91
958,4215060,34
959,4715691,33
960,4215944,50
961,4215786,136
962,4715639,35
963,4215801,141
964,941549,7
965,921506,11
966,3615748,51
967,3615720,30
968,3615729,144
969,2115967,34
970,2115969,88
971,2215000,65
972,2115980,116
973,2115988,100
974,2115964,102
975,691550,85
976,691545,30
977,681598,35
978,4715632,155
979,4715687,100
980,3815273,74
981,3815718,77
982,3815427,42
983,3815283,85
984,3815756,19
985,491585,103
986,491570,118
987,1715727,64
988,1715842,56
989,1715728,156
990,741577,39
991,741582,24
992,1915356,80
993,1915395,142
994,911595,15
995,1015253,156
996,911587,112
997,891506,8
998,861566,88
999,1115767,66
1000,1115800,86
1001,4415196,11
1002,4415296,38
1003,4415325,12
1004,3915238,151
1005,3915104,58
1006,3915156,46
1007,3515574,65
1008,1615794,28
1009,1615795,23
1010,1215666,147
1011,4815643,50
1012,4615964,73
1013,4715599,42
1014,4715689,67
1015,4715629,92
1016,4415350,76
1017,4415259,21
1018,4415304,68
1019,3815411,168
1020,3715684,99
1021,3715689,126
1022,3815749,133
1023,3815782,157
1024,3915244,43
1025,3915310,75
1026,4415240,90
1027,4415347,98
1028,1015624,75
1029,1015623,83
1030,1015514,33
1031,1115008,27
1032,4915002,84
1033,4915444,31
1034,4915447,59
1035,871550,44
1036,4915127,46
1037,4915108,164
1038,4915114,77
1039,4915111,119
1040,4915124,30
1041,4915103,53
1042,4215133,38
1043,4215139,67
1044,4215152,74
1045,2915170,52
1046,2915144,145
1047,2915115,73
1048,3615732,96
1049,4915365,30
1050,4915322,81
1051,4915367,30
1052,4115255,11
1053,4115265,22
1054,3915043,55
1055,3815763,100
1056,3915308,12
1057,3915049,80
1058,3915114,131
1059,2915175,124
1060,2915152,58
1061,2915116,48
1062,4915439,114
1063,4915450,90
1064,4915321,47
1065,3015846,75
1066,1015390,34
1067,1015070,12
1068,1015072,65
1069,1115404,27
1070,1115039,64
1071,1115043,54
1072,1115044,101
1073,3615701,60
1074,991501,84
1075,1815690,102
1076,1815692,52
1077,1815721,28
1078,1815722,20
1079,1815724,31
1080,231555,95
1081,3915155,84
1082,3915171,81
1083,3915068,25
1084,4815990,80
1085,4915334,45
1086,4915330,138
1087,4915318,31
1088,4915067,117
1089,4915068,69
1090,3815803,149
1091,3815824,37
1092,3815819,100
1093,3915087,84
1094,3915083,69
1095,3715690,68
1096,1815674,73
1097,1815230,109
1098,915,157
1099,111556,60
1100,815,66
1101,111555,125
1102,4315647,54
1103,4315637,140
1104,4315803,39
1105,4315775,49
1106,1615306,56
1107,1715782,43
1108,1715762,89
1109,4815881,35
1110,4815846,79
1111,4815779,125
1112,4715610,65
1113,4215797,66
1114,3915268,58
1115,3715816,34
1116,3715806,47
1117,3715894,57
1118,761532,84
1119,761535,110
1120,761500,15
1121,4915360,126
1122,3615637,14
1123,3615417,29
1124,891587,38
1125,861570,44
1126,2015726,27
1127,2015731,54
1128,1415747,56
1129,1715254,119
1130,1715153,83
1131,1715205,6
1132,1715187,54
1133,1815427,67
1134,1815430,178
1135,801571,113
1136,801574,55
1137,801590,61
1138,801582,81
1139,791517,35
1140,1815201,87
1141,1415074,55
1142,1615357,68
1143,1615257,63
1144,1615239,22
1145,1715790,48
1146,1715822,138
1147,1715805,123
1148,1015060,36
1149,1015063,29
1150,1015256,75
1151,2415654,36
1152,921580,24
1153,1815566,26
1154,1815257,40
1155,1815569,134
1156,1815262,78
1157,4915469,2
1158,4915487,148
1159,4915460,119
1160,4915457,175
1161,4915451,64
1162,1815159,178
1163,1815188,35
1164,1115587,6
1165,4415333,81
1166,4415267,146
1167,881514,135
1168,881539,34
1169,861568,72
1170,881532,2
1171,881525,62
1172,881570,2
1173,851503,57
1174,1815454,84
1175,1715247,88
1176,1715146,159
1177,1715158,65
1178,1715195,38
1179,1715256,122
1180,1715255,116
1181,1715150,101
1182,1115207,37
1183,1115297,21
1184,2415013,19
1185,1815486,72
1186,1815585,164
1187,1215671,57
1188,1215011,16
1189,2215730,96
1190,2215684,179
1191,2115998,32
1192,4315007,71
1193,971590,41
1194,1415036,49
1195,681591,147
1196,711525,130
1197,711529,126
1198,1815649,59
1199,3915067,149
1200,3815779,69
1201,3715870,56
1202,3815378,49
1203,1815202,71
1204,1815667,54
1205,1815608,70
1206,1815184,21
1207,2115684,175
1208,2115378,97
1209,4215082,87
1210,1415112,6
1211,1015769,48
1212,1215141,75
1213,1115209,146
1214,121503,45
1215,2415626,18
1216,2415651,62
1217,2415618,101
1218,3715116,141
1219,1015190,111
1220,1015191,93
1221,1015194,76
1222,1615312,144
1223,981548,45
1224,981555,28
1225,981575,18
1226,981567,103
1227,721564,108
1228,1415152,71
1229,1415169,31
1230,1815528,85
1231,4715544,117
1232,4715538,61
1233,4715542,75
1234,2415567,127
1235,1415125,25
1236,1415051,137
1237,2415588,98
1238,2415523,141
1239,1815592,168
1240,811548,41
1241,871555,144
1242,811549,96
1243,871551,164
1244,811551,134
1245,811553,39
1246,811573,97
1247,1515647,29
1248,1515655,63
1249,891525,31
1250,891530,7
1251,891521,4
1252,1715721,21
1253,4615698,57
1254,4415033,43
1255,1815791,88
1256,1815792,120
1257,3815505,17
1258,4515142,84
1259,4815096,79
1260,5115372,23
1261,4815331,7
1262,4815045,17
1263,5015520,78
1264,5015504,72
1265,5015514,39
1266,5015511,160
1267,5015508,41
1268,5015516,26
1269,5015519,72
1270,2015512,144
1271,2015507,79
1272,4315360,169
1273,4315373,10
1274,4315376,152
1275,1715516,35
1276,1615937,145
1277,1615954,60
1278,1615929,2
1279,4315145,40
1280,4315178,43
1281,4315185,2
1282,3515072,57
1283,2015283,90
1284,2015303,31
1285,2515384,156
1286,2015353,76
1287,4115552,165
1288,4115076,110
1289,4115066,78
1290,1815076,3
1291,1815083,47
1292,1815040,13
1293,1815068,15
1294,4515530,17
1295,4015541,64
1296,4015538,54
1297,3515380,110
1298,3515663,33
1299,3515639,39
1300,3515652,17
1301,5115138,47
1302,5115101,41
1303,5115129,91
1304,3415858,25
1305,3415865,167
1306,3215545,43
1307,3215469,42
1308,3215457,10
1309,3215471,97
1310,3215453,106
1311,3215478,23
1312,4515281,25
1313,2515928,84
1314,3615062,149
1315,3615035,12
1316,3615064,93
1317,3615060,33
1318,3615063,101
1319,3015155,73
1320,2815806,113
1321,2815805,65
1322,4015955,26
1323,4015993,52
1324,1715279,48
1325,3215416,27
1326,3215426,6
1327,3515457,54
1328,3415479,36
1329,3515408,81
1330,3515440,21
1331,4615856,48
1332,4315323,63
1333,4315293,115
1334,4315312,66
1335,4815125,144
1336,5115658,113
1337,4715086,126
1338,4715263,114
1339,4115650,14
1340,4215369,73
1341,4215347,79
1342,4215318,60
1343,4215405,24
1344,4515454,52
1345,2015486,87
1346,2315472,98
1347,2315645,57
1348,2315719,40
1349,2315663,25
1350,2315430,9
1351,4115703,115
1352,4215386,52
1353,4415579,42
1354,4815580,38
1355,4915217,108
1356,4415066,153
1357,3515458,112
1358,3015153,178
1359,4815262,10
1360,4715360,176
1361,4415935,39
1362,3515641,8
1363,3515886,38
1364,4215413,61
1365,4115075,105
1366,4115060,72
1367,4115047,90
1368,4915664,13
1369,951518,5
1370,4715898,122
1371,3215442,149
1372,4615579,71
1373,4615560,49
1374,4615601,67
1375,4215653,93
1376,4215733,79
1377,4915215,16
1378,1815011,48
1379,1815019,63
1380,1815025,35
1381,1715947,168
1382,1815010,174
1383,1815017,17
1384,2015582,101
1385,2015579,109
1386,2015576,44
1387,3515688,52
1388,3515685,75
1389,1715361,24
1390,1715320,36
1391,1715571,34
1392,4315248,20
1393,4315333,32
1394,4315330,54
1395,4815590,37
1396,2115735,155
1397,2115767,24
1398,1715417,155
1399,1715425,42
1400,1615947,19
1401,1715503,159
1402,1715481,41
1403,1715474,23
1404,4415054,118
1405,4415081,14
1406,4415547,16
1407,4115580,40
1408,4215309,89
1409,4115547,46
1410,3715040,29
1411,3715036,40
1412,3715029,56
1413,3215635,102
1414,3515489,69
1415,3515448,25
1416,3515439,127
1417,3715866,123
1418,3815430,60
1419,3815271,85
1420,3715851,65
1421,3915541,90
1422,3915423,52
1423,3915551,97
1424,3915413,59
1425,3215543,70
1426,2015574,77
1427,1915874,41
1428,2315155,85
1429,4015805,12
1430,2015326,82
1431,4415019,147
1432,4315346,137
1433,4315243,56
1434,671520,86
1435,671518,147
1436,1615901,101
1437,4515192,64
1438,4515181,15
1439,4515199,52
1440,4515184,59
1441,651570,68
1442,651589,85
1443,651599,161
1444,651585,145
1445,651588,69
1446,2115072,69
1447,2115064,11
1448,4415073,72
1449,4315988,24
1450,4415100,101
1451,4415110,26
1452,4415137,86
1453,4415428,52
1454,3115472,59
1455,3115468,97
1456,3115467,151
1457,5115135,91
1458,5115117,63
1459,4515315,16
1460,4515133,96
1461,4515128,42
1462,4315329,110
1463,4315200,38
1464,3315270,58
1465,4715201,53
1466,4715202,70
1467,4015946,62
1468,4215424,72
1469,3915425,54
1470,3915432,136
1471,2915466,127
1472,5015937,160
1473,5015946,127
1474,5015969,133
1475,5015916,23
1476,2015245,76
1477,2115941,144
1478,2115889,78
1479,1915729,23
1480,1915730,58
1481,1915723,39
1482,2115773,162
1483,3115632,160
1484,2815152,70
1485,4715054,7
1486,4415051,62
1487,4315158,47
1488,4315151,116
1489,3115296,134
1490,3115131,30
1491,3115328,144
1492,4315322,111
1493,4515274,103
1494,5115329,57
1495,5115663,30
1496,5115677,23
1497,4315208,176
1498,4315175,25
1499,5015980,154
1500,5015280,111
1501,5015274,11
1502,5015875,33
1503,5115811,110
1504,4115491,112
1505,4115490,33
1506,4115462,87
1507,4115152,170
1508,4615605,13
1509,4515151,43
1510,4615967,37
1511,4615975,12
1512,4615962,43
1513,4615940,142
1514,4915351,108
1515,4615414,68
1516,4615408,40
1517,4115572,136
1518,4015992,43
1519,4715821,144
1520,4715820,26
1521,4715937,24
1522,4915259,11
1523,5115636,17
1524,5115597,119
1525,3815436,72
1526,3815442,71
1527,3815741,11
1528,4315985,70
1529,4415064,33
1530,4415079,40
1531,3115635,162
1532,4115692,26
1533,4115583,67
1534,4815101,127
1535,4815282,63
1536,4815281,86
1537,4415312,111
1538,4315751,70
1539,4815878,42
1540,4815841,74
1541,4815833,159
1542,4815772,83
1543,4815871,105
1544,4815775,119
1545,4815892,51
1546,4815868,97
1547,4815773,40
1548,4415205,144
1549,4415204,12
1550,4815800,140
1551,4815815,144
1552,3815349,51
1553,3815293,168
1554,3815274,13
1555,4815660,63
1556,4915075,77
1557,3015858,39
1558,1215704,36
1559,1115430,88
1560,1115432,94
1561,3015742,70
1562,3015747,34
1563,3015739,36
1564,3015830,53
1565,2015375,150
1566,2015387,52
1567,2615000,135
1568,2515917,53
1569,2515959,69
1570,2915176,67
1571,2915126,7
1572,3015759,54
1573,3015860,149
1574,3015717,38
1575,3015718,50
1576,3015746,63
1577,3015736,54
1578,2215615,25
1579,1615855,82
1580,1615469,90
1581,2115292,37
1582,1515411,48
1583,1515170,65
1584,3215248,100
1585,3215304,41
1586,3215327,80
1587,3215302,68
1588,4415874,56
1589,3915654,75
1590,3915647,42
1591,3915661,31
1592,3915650,125
1593,3115519,43
1594,1615962,16
1595,1715384,65
1596,1715386,137
1597,1715416,45
1598,4815152,54
1599,4815191,102
1600,4715213,85
1601,1515078,24
1602,3115303,43
1603,3215203,6
1604,2515332,100
1605,2515320,75
1606,3315021,88
1607,3315035,142
1608,3015941,21
1609,3215985,12
1610,1715084,95
1611,1615972,157
1612,801521,27
1613,801515,66
1614,801508,22
1615,5015582,53
1616,5115506,137
1617,5015588,145
1618,5115555,20
1619,4915594,95
1620,4715813,100
1621,5015189,33
1622,5015010,136
1623,5115482,114
1624,5015150,20
1625,1115850,25
1626,1115848,72
1627,1815081,129
1628,1815088,95
1629,1815077,87
1630,1815070,119
1631,1815102,41
1632,3115434,48
1633,3115444,42
1634,3115438,103
1635,1315555,155
1636,1415821,41
1637,2815135,26
1638,4215636,47
1639,4215696,90
1640,4215770,43
1641,3515081,153
1642,3115031,66
1643,3215948,155
1644,3015936,142
1645,2815604,179
1646,1115642,76
1647,1115646,55
1648,871521,117
1649,871532,81
1650,871535,15
1651,1015127,50
1652,3615896,149
1653,3615900,20
1654,2315341,35
1655,2315266,87
1656,2315240,86
1657,2315248,25
1658,2315235,50
1659,1915370,28
1660,1915352,15
1661,5115190,55
1662,5115166,58
1663,5115248,67
1664,5115206,67
1665,5115236,72
1666,1215596,116
1667,1215597,117
1668,1915025,21
1669,2215884,34
1670,2315039,79
1671,4215342,53
1672,4215739,43
1673,5015117,95
1674,5015381,20
1675,5015344,106
1676,4915940,77
1677,4815840,37
1678,4815914,30
1679,861507,61
1680,851595,68
1681,871520,110
1682,871542,46
1683,861509,11
1684,871534,98
1685,1115113,131
1686,1115119,33
